Effector,Protein,ProteinGeneName,Shared_Connections,Shortest_Path,Is_Connected
pORF8,P50228,Cxcl5,0,5.0,False
pORF8,P27784,Ccl6,0,5.0,False
pORF8,O08668,Casp3,0,5.0,False
pORF8,O08738,Casp6,0,5.0,False
pORF8,O08669,Casp7,0,5.0,False
pORF8,P52332,Jak1,0,5.0,False
pORF8,P42225,Stat1,0,5.0,False
pORF8,Q9WVL2,Stat2,0,5.0,False
pORF8,Q61179,Irf9,0,5.0,False
pORF8,Q9R117,Tyk2,0,5.0,False
pORF8,Q9QUN7,Tlr2,0,5.0,False
pORF8,P10889,Cxcl2,0,5.0,False
pORF8,P06804,Tnf,0,5.0,False
pORF8,Q8BVZ5,Il33,0,5.0,False
pORF8,Q8K4B4,Il23r,0,5.0,False
pORF8,O55032,Nck1,0,5.0,False
pORF8,Q9DBJ3,Baiap2l1,0,5.0,False
pORF8,Q8BKX1,Baiap2,0,5.0,False
pORF8,P42337,Pik3ca,0,5.0,False
pORF8,P05784,Krt18,0,5.0,False
pORF8,P26039,Tln1,0,5.0,False
pORF8,Q64727,Vcl,0,5.0,False
pORF8,Q7TPR4,Actn1,0,5.0,False
pORF8,Q3UGC2,Cttn,0,5.0,False
pORF8,P68254,Ywhaq,0,5.0,False
pORF8,O08611,Inppl1,0,5.0,False
pORF8,A8MVW3,Sec24,0,5.0,False
EspM,Q9QY24,Zbp1,0,5.0,False
EspM,O08911,Mapk12,0,5.0,False
EspM,O54992,Mapkapk5,0,5.0,False
EspM,P47811,Mapk14,0,5.0,False
EspM,P49138,Mapkapk2,0,5.0,False
EspM,P63085,Mapk1,0,5.0,False
EspM,Q3UMW7,Mapkapk3,0,5.0,False
EspM,P13504,Il1r1,0,5.0,False
EspM,Q9EPQ1,Tlr1,0,5.0,False
EspM,Q61532,Mapk6,0,5.0,False
EspM,Q63844,Mapk3,0,5.0,False
EspM,Q61831,Mapk10,0,5.0,False
EspM,Q9WUI1,Mapk11,0,5.0,False
EspM,Q6NS57,Mapkbp1,0,5.0,False
EspM,Q6P5G0,Mapk4,0,5.0,False
EspM,Q80Y86,Mapk15,0,5.0,False
EspM,Q8BKH7,Mapkap1,0,5.0,False
EspM,Q9ERE9,Mapk8ip2,0,5.0,False
EspM,Q9ESN9,Mapk8ip3,0,5.0,False
EspM,Q9WTU6,Mapk9,0,5.0,False
EspM,Q9QZL0,Ripk3,0,5.0,False
EspM,Q3U0V2,Tradd,0,5.0,False
EspM,Q91Y86,Mapk8,0,5.0,False
EspM,Q9WVS8,Mapk7,0,5.0,False
EspM,Q9Z1B7,Mapk13,0,5.0,False
EspM,Q9WVI9,Mapk8ip1,0,5.0,False
EspM,Q61160,Fadd,0,5.0,False
EspM,P70671,Irf3,0,5.0,False
EspM,Q571K4,Tab3,0,5.0,False
EspM,Q3UP24,Nlrc4,0,5.0,False
EspM,Q99MB1,Tlr3,0,5.0,False
EspM,Q9QUK6,Tlr4,0,5.0,False
EspM,O35387,Hax1,0,5.0,False
EspM,Q9D8Z2,Triap1,0,5.0,False
EspM,P70380,Il18,0,5.0,False
EspM,Q8K3Z0,Nod2,0,5.0,False
EspM,P10749,Il1b,0,5.0,False
EspM,P08505,Il6,0,5.0,False
EspM,Q9Z121,Ccl8,0,5.0,False
EspM,O54824,Il16,0,5.0,False
EspM,Q9JIL2,Ccl28,0,5.0,False
EspM,P18340,Cxcl9,0,5.0,False
EspM,P12850,Cxcl1,0,5.0,False
EspM,P50228,Cxcl5,0,5.0,False
EspM,P27784,Ccl6,0,5.0,False
EspM,Q9QUN7,Tlr2,0,5.0,False
EspM,P10889,Cxcl2,0,5.0,False
EspM,P06804,Tnf,0,5.0,False
EspM,P62908,Rps3,0,5.0,False
EspM,Q6NZP1,Zranb3,0,5.0,False
EspM,P31725,S100a9,0,5.0,False
EspM,P27005,S100a8,0,5.0,False
EspM,O55222,Ilk,0,5.0,False
EspM,P11672,Lcn2,0,5.0,False
EspM,A8MVW3,Sec24,0,5.0,False
EspM,G3UWA6,Slc3a2,0,5.0,False
EspM,Q3TX81,Tmbim6,0,5.0,False
EspM,Q8BH93,Mapk1ip1l,0,5.0,False
EspM,Q9D7G9,Mapk1ip1,0,5.0,False
EspO,P05627,Jun,0,5.0,False
EspO,P13504,Il1r1,0,5.0,False
EspO,Q9EPQ1,Tlr1,0,5.0,False
EspO,Q3UP24,Nlrc4,0,5.0,False
EspO,Q8K3Z0,Nod2,0,5.0,False
EspO,P52332,Jak1,0,5.0,False
EspO,P42225,Stat1,0,5.0,False
EspO,Q9WVL2,Stat2,0,5.0,False
EspO,Q61179,Irf9,0,5.0,False
EspO,Q9R117,Tyk2,0,5.0,False
EspO,Q9QUN7,Tlr2,0,5.0,False
EspO,P10889,Cxcl2,0,5.0,False
EspO,P06804,Tnf,0,5.0,False
EspO,Q8BVZ5,Il33,0,5.0,False
EspO,Q8K4B4,Il23r,0,5.0,False
EspO,O55032,Nck1,0,5.0,False
EspO,Q9DBJ3,Baiap2l1,0,5.0,False
EspO,Q8BKX1,Baiap2,0,5.0,False
EspO,P42337,Pik3ca,0,5.0,False
EspO,P05784,Krt18,0,5.0,False
EspO,P26039,Tln1,0,5.0,False
EspO,Q64727,Vcl,0,5.0,False
EspO,Q7TPR4,Actn1,0,5.0,False
EspO,Q3UGC2,Cttn,0,5.0,False
EspO,P68254,Ywhaq,0,5.0,False
EspO,O08611,Inppl1,0,5.0,False
EspO,Q61036,Pak3,0,5.0,False
EspO,Q8BTW9,Pak4,0,5.0,False
EspO,Q8C015,Pak5,0,5.0,False
EspO,Q8CIN4,Pak2,0,5.0,False
EspO,Q9DCE5,Pak1ip1,0,5.0,False
EspO,Q3ULB5,Pak6,0,5.0,False
EspO,A8MVW3,Sec24,0,5.0,False
EspO,B2RWS6,Ep300,0,5.0,False
EspO,O88643,Pak1,0,5.0,False
EspO,Q9DD03,Rab13,0,5.0,False
EspO,Q9D620,Rab11fip1,0,5.0,False
EspO,P84078,Arf1,0,5.0,False
EspO,P84084,Arf5,0,5.0,False
EspO,P62331,Arf6,0,5.0,False
EspO,G3XA57,Rab11fip2,0,5.0,False
EspO,P35283,Rab12,0,5.0,False
EspO,P35292,Rab17,0,5.0,False
EspO,P35293,Rab18,0,5.0,False
EspO,P35294,Rab19,0,5.0,False
EspO,P46638,Rab11b,0,5.0,False
EspO,P61027,Rab10,0,5.0,False
EspO,P62492,Rab11a,0,5.0,False
EspO,P62821,Rab1A,0,5.0,False
EspO,Q8BQP8,Rab11fip4,0,5.0,False
EspO,Q8CHD8,Rab11fip3,0,5.0,False
EspO,Q8K386,Rab15,0,5.0,False
EspO,Q8R361,Rab11fip5,0,5.0,False
EspO,Q91V41,Rab14,0,5.0,False
EspO,Q9D1G1,Rab1b,0,5.0,False
EspO,Q8BH93,Mapk1ip1l,0,5.0,False
EspO,Q9D7G9,Mapk1ip1,0,5.0,False
EspS,O08911,Mapk12,0,5.0,False
EspS,O54992,Mapkapk5,0,5.0,False
EspS,P47811,Mapk14,0,5.0,False
EspS,P49138,Mapkapk2,0,5.0,False
EspS,P63085,Mapk1,0,5.0,False
EspS,Q3UMW7,Mapkapk3,0,5.0,False
EspS,P25118,Tnfrsf1a,0,5.0,False
EspS,Q61532,Mapk6,0,5.0,False
EspS,Q63844,Mapk3,0,5.0,False
EspS,Q61831,Mapk10,0,5.0,False
EspS,Q9WUI1,Mapk11,0,5.0,False
EspS,Q6NS57,Mapkbp1,0,5.0,False
EspS,Q6P5G0,Mapk4,0,5.0,False
EspS,Q80Y86,Mapk15,0,5.0,False
EspS,Q8BKH7,Mapkap1,0,5.0,False
EspS,Q9ERE9,Mapk8ip2,0,5.0,False
EspS,Q9ESN9,Mapk8ip3,0,5.0,False
EspS,Q9WTU6,Mapk9,0,5.0,False
EspS,Q91Y86,Mapk8,0,5.0,False
EspS,Q9WVS8,Mapk7,0,5.0,False
EspS,Q9Z1B7,Mapk13,0,5.0,False
EspS,Q9WVI9,Mapk8ip1,0,5.0,False
EspS,P70671,Irf3,0,5.0,False
EspS,Q9EPB4,Pycard,0,5.0,False
EspS,P22366,Myd88,0,5.0,False
EspS,Q3UP24,Nlrc4,0,5.0,False
EspS,Q8R4B8,Nlrp3,0,5.0,False
EspS,Q99MB1,Tlr3,0,5.0,False
EspS,Q9QUK6,Tlr4,0,5.0,False
EspS,O88522,Ikbkg,0,5.0,False
EspS,O88351,Ikbkb,0,5.0,False
EspS,Q9JJY9,Il22,0,5.0,False
EspS,P08505,Il6,0,5.0,False
EspS,Q9Z121,Ccl8,0,5.0,False
EspS,O54824,Il16,0,5.0,False
EspS,Q9JIL2,Ccl28,0,5.0,False
EspS,P18340,Cxcl9,0,5.0,False
EspS,P12850,Cxcl1,0,5.0,False
EspS,P50228,Cxcl5,0,5.0,False
EspS,P27784,Ccl6,0,5.0,False
EspS,P10889,Cxcl2,0,5.0,False
EspS,P06804,Tnf,0,5.0,False
EspS,Q9Z2D3,Gsdme,0,5.0,False
EspS,Q8K4B4,Il23r,0,5.0,False
EspS,Q60680,Chuk,0,5.0,False
EspS,P62908,Rps3,0,5.0,False
EspS,Q6NZP1,Zranb3,0,5.0,False
EspS,P70441,Nherf1,0,5.0,False
EspS,P31725,S100a9,0,5.0,False
EspS,P27005,S100a8,0,5.0,False
EspS,O55222,Ilk,0,5.0,False
EspS,P11672,Lcn2,0,5.0,False
EspS,O55032,Nck1,0,5.0,False
EspS,Q9DBJ3,Baiap2l1,0,5.0,False
EspS,Q8BKX1,Baiap2,0,5.0,False
EspS,P42337,Pik3ca,0,5.0,False
EspS,P05784,Krt18,0,5.0,False
EspS,P26039,Tln1,0,5.0,False
EspS,Q64727,Vcl,0,5.0,False
EspS,Q7TPR4,Actn1,0,5.0,False
EspS,Q3UGC2,Cttn,0,5.0,False
EspS,P68254,Ywhaq,0,5.0,False
EspS,O08611,Inppl1,0,5.0,False
EspS,Q61036,Pak3,0,5.0,False
EspS,Q8BTW9,Pak4,0,5.0,False
EspS,Q8C015,Pak5,0,5.0,False
EspS,Q8CIN4,Pak2,0,5.0,False
EspS,Q9DCE5,Pak1ip1,0,5.0,False
EspS,Q3ULB5,Pak6,0,5.0,False
EspS,A8MVW3,Sec24,0,5.0,False
EspS,G3UWA6,Slc3a2,0,5.0,False
EspS,O88643,Pak1,0,5.0,False
EspS,Q9DD03,Rab13,0,5.0,False
EspS,Q9D620,Rab11fip1,0,5.0,False
EspS,P84078,Arf1,0,5.0,False
EspS,P84084,Arf5,0,5.0,False
EspS,P62331,Arf6,0,5.0,False
EspS,G3XA57,Rab11fip2,0,5.0,False
EspS,P35283,Rab12,0,5.0,False
EspS,P35292,Rab17,0,5.0,False
EspS,P35293,Rab18,0,5.0,False
EspS,P35294,Rab19,0,5.0,False
EspS,P46638,Rab11b,0,5.0,False
EspS,P61027,Rab10,0,5.0,False
EspS,P62492,Rab11a,0,5.0,False
EspS,P62821,Rab1A,0,5.0,False
EspS,Q8BQP8,Rab11fip4,0,5.0,False
EspS,Q8CHD8,Rab11fip3,0,5.0,False
EspS,Q8K386,Rab15,0,5.0,False
EspS,Q8R361,Rab11fip5,0,5.0,False
EspS,Q91V41,Rab14,0,5.0,False
EspS,Q9D1G1,Rab1b,0,5.0,False
EspS,Q3TX81,Tmbim6,0,5.0,False
EspS,Q8BH93,Mapk1ip1l,0,5.0,False
EspS,Q9D7G9,Mapk1ip1,0,5.0,False
EspT,Q9QY24,Zbp1,0,5.0,False
EspT,P29452,Casp1,0,5.0,False
EspT,Q3UDB7,Ticam1,0,5.0,False
EspT,O08911,Mapk12,0,5.0,False
EspT,O54992,Mapkapk5,0,5.0,False
EspT,P47811,Mapk14,0,5.0,False
EspT,P49138,Mapkapk2,0,5.0,False
EspT,P63085,Mapk1,0,5.0,False
EspT,Q3UMW7,Mapkapk3,0,5.0,False
EspT,Q61532,Mapk6,0,5.0,False
EspT,Q63844,Mapk3,0,5.0,False
EspT,Q61831,Mapk10,0,5.0,False
EspT,Q9WUI1,Mapk11,0,5.0,False
EspT,Q6NS57,Mapkbp1,0,5.0,False
EspT,Q6P5G0,Mapk4,0,5.0,False
EspT,Q80Y86,Mapk15,0,5.0,False
EspT,Q8BKH7,Mapkap1,0,5.0,False
EspT,Q9ERE9,Mapk8ip2,0,5.0,False
EspT,Q9ESN9,Mapk8ip3,0,5.0,False
EspT,Q9WTU6,Mapk9,0,5.0,False
EspT,Q60855,Ripk1,0,5.0,False
EspT,Q9QZL0,Ripk3,0,5.0,False
EspT,Q3U0V2,Tradd,0,5.0,False
EspT,Q91Y86,Mapk8,0,5.0,False
EspT,Q9WVS8,Mapk7,0,5.0,False
EspT,Q9Z1B7,Mapk13,0,5.0,False
EspT,Q9WVI9,Mapk8ip1,0,5.0,False
EspT,Q8CF89,Tab1,0,5.0,False
EspT,Q61160,Fadd,0,5.0,False
EspT,Q99K90,Tab2,0,5.0,False
EspT,Q9EPB4,Pycard,0,5.0,False
EspT,Q571K4,Tab3,0,5.0,False
EspT,Q62073,Map3k7,0,5.0,False
EspT,Q9WTK5,Nfkb2,0,5.0,False
EspT,P22366,Myd88,0,5.0,False
EspT,Q8R4B8,Nlrp3,0,5.0,False
EspT,O88522,Ikbkg,0,5.0,False
EspT,P25799,Nfkb1,0,5.0,False
EspT,O88351,Ikbkb,0,5.0,False
EspT,Q04207,Rela,0,5.0,False
EspT,O35387,Hax1,0,5.0,False
EspT,Q9D8Z2,Triap1,0,5.0,False
EspT,P70380,Il18,0,5.0,False
EspT,P10749,Il1b,0,5.0,False
EspT,Q9D2Y4,Mlkl,0,5.0,False
EspT,Q9Z2D3,Gsdme,0,5.0,False
EspT,P62908,Rps3,0,5.0,False
EspT,Q6NZP1,Zranb3,0,5.0,False
EspT,P31725,S100a9,0,5.0,False
EspT,P27005,S100a8,0,5.0,False
EspT,O55222,Ilk,0,5.0,False
EspT,P11672,Lcn2,0,5.0,False
EspT,A8MVW3,Sec24,0,5.0,False
EspT,G3UWA6,Slc3a2,0,5.0,False
EspT,Q3TX81,Tmbim6,0,5.0,False
EspT,Q8BH93,Mapk1ip1l,0,5.0,False
EspT,Q9D7G9,Mapk1ip1,0,5.0,False
EspV,Q9QY24,Zbp1,0,5.0,False
EspV,O08911,Mapk12,0,5.0,False
EspV,O54992,Mapkapk5,0,5.0,False
EspV,P47811,Mapk14,0,5.0,False
EspV,P49138,Mapkapk2,0,5.0,False
EspV,P63085,Mapk1,0,5.0,False
EspV,Q3UMW7,Mapkapk3,0,5.0,False
EspV,P13504,Il1r1,0,5.0,False
EspV,Q9EPQ1,Tlr1,0,5.0,False
EspV,Q61532,Mapk6,0,5.0,False
EspV,Q63844,Mapk3,0,5.0,False
EspV,Q61831,Mapk10,0,5.0,False
EspV,Q9WUI1,Mapk11,0,5.0,False
EspV,Q6NS57,Mapkbp1,0,5.0,False
EspV,Q6P5G0,Mapk4,0,5.0,False
EspV,Q80Y86,Mapk15,0,5.0,False
EspV,Q8BKH7,Mapkap1,0,5.0,False
EspV,Q9ERE9,Mapk8ip2,0,5.0,False
EspV,Q9ESN9,Mapk8ip3,0,5.0,False
EspV,Q9WTU6,Mapk9,0,5.0,False
EspV,Q9QZL0,Ripk3,0,5.0,False
EspV,Q3U0V2,Tradd,0,5.0,False
EspV,Q91Y86,Mapk8,0,5.0,False
EspV,Q9WVS8,Mapk7,0,5.0,False
EspV,Q9Z1B7,Mapk13,0,5.0,False
EspV,Q9WVI9,Mapk8ip1,0,5.0,False
EspV,Q61160,Fadd,0,5.0,False
EspV,P70671,Irf3,0,5.0,False
EspV,Q571K4,Tab3,0,5.0,False
EspV,Q3UP24,Nlrc4,0,5.0,False
EspV,Q99MB1,Tlr3,0,5.0,False
EspV,Q9QUK6,Tlr4,0,5.0,False
EspV,O35387,Hax1,0,5.0,False
EspV,Q9D8Z2,Triap1,0,5.0,False
EspV,P70380,Il18,0,5.0,False
EspV,Q8K3Z0,Nod2,0,5.0,False
EspV,P10749,Il1b,0,5.0,False
EspV,P08505,Il6,0,5.0,False
EspV,Q9Z121,Ccl8,0,5.0,False
EspV,O54824,Il16,0,5.0,False
EspV,Q9JIL2,Ccl28,0,5.0,False
EspV,P18340,Cxcl9,0,5.0,False
EspV,P12850,Cxcl1,0,5.0,False
EspV,P50228,Cxcl5,0,5.0,False
EspV,P27784,Ccl6,0,5.0,False
EspV,Q9QUN7,Tlr2,0,5.0,False
EspV,P10889,Cxcl2,0,5.0,False
EspV,P06804,Tnf,0,5.0,False
EspV,P61161,Actr2,0,5.0,False
EspV,Q99JY9,Actr3,0,5.0,False
EspV,P62908,Rps3,0,5.0,False
EspV,Q6NZP1,Zranb3,0,5.0,False
EspV,P31725,S100a9,0,5.0,False
EspV,P27005,S100a8,0,5.0,False
EspV,O55222,Ilk,0,5.0,False
EspV,P11672,Lcn2,0,5.0,False
EspV,A8MVW3,Sec24,0,5.0,False
EspV,G3UWA6,Slc3a2,0,5.0,False
EspV,Q3TX81,Tmbim6,0,5.0,False
EspV,Q8BH93,Mapk1ip1l,0,5.0,False
EspV,Q9D7G9,Mapk1ip1,0,5.0,False
EspZ,O08911,Mapk12,0,5.0,False
EspZ,O54992,Mapkapk5,0,5.0,False
EspZ,P47811,Mapk14,0,5.0,False
EspZ,P49138,Mapkapk2,0,5.0,False
EspZ,P63085,Mapk1,0,5.0,False
EspZ,Q3UMW7,Mapkapk3,0,5.0,False
EspZ,P05627,Jun,0,5.0,False
EspZ,P25118,Tnfrsf1a,0,5.0,False
EspZ,P13504,Il1r1,0,5.0,False
EspZ,Q9EPQ1,Tlr1,0,5.0,False
EspZ,Q61532,Mapk6,0,5.0,False
EspZ,Q63844,Mapk3,0,5.0,False
EspZ,Q61831,Mapk10,0,5.0,False
EspZ,Q9WUI1,Mapk11,0,5.0,False
EspZ,Q6NS57,Mapkbp1,0,5.0,False
EspZ,Q6P5G0,Mapk4,0,5.0,False
EspZ,Q80Y86,Mapk15,0,5.0,False
EspZ,Q8BKH7,Mapkap1,0,5.0,False
EspZ,Q9ERE9,Mapk8ip2,0,5.0,False
EspZ,Q9ESN9,Mapk8ip3,0,5.0,False
EspZ,Q9WTU6,Mapk9,0,5.0,False
EspZ,Q91Y86,Mapk8,0,5.0,False
EspZ,Q9WVS8,Mapk7,0,5.0,False
EspZ,Q9Z1B7,Mapk13,0,5.0,False
EspZ,Q9WVI9,Mapk8ip1,0,5.0,False
EspZ,P25446,Fas,0,5.0,False
EspZ,P70671,Irf3,0,5.0,False
EspZ,Q3UP24,Nlrc4,0,5.0,False
EspZ,Q99MB1,Tlr3,0,5.0,False
EspZ,Q9QUK6,Tlr4,0,5.0,False
EspZ,Q8K3Z0,Nod2,0,5.0,False
EspZ,Q9QUN7,Tlr2,0,5.0,False
EspZ,P10889,Cxcl2,0,5.0,False
EspZ,P06804,Tnf,0,5.0,False
EspZ,Q8BVZ5,Il33,0,5.0,False
EspZ,Q8K4B4,Il23r,0,5.0,False
EspZ,O55032,Nck1,0,5.0,False
EspZ,Q9DBJ3,Baiap2l1,0,5.0,False
EspZ,Q8BKX1,Baiap2,0,5.0,False
EspZ,P42337,Pik3ca,0,5.0,False
EspZ,P05784,Krt18,0,5.0,False
EspZ,P26039,Tln1,0,5.0,False
EspZ,Q64727,Vcl,0,5.0,False
EspZ,Q7TPR4,Actn1,0,5.0,False
EspZ,Q3UGC2,Cttn,0,5.0,False
EspZ,P68254,Ywhaq,0,5.0,False
EspZ,O08611,Inppl1,0,5.0,False
EspZ,Q61036,Pak3,0,5.0,False
EspZ,Q8BTW9,Pak4,0,5.0,False
EspZ,Q8C015,Pak5,0,5.0,False
EspZ,Q8CIN4,Pak2,0,5.0,False
EspZ,Q9DCE5,Pak1ip1,0,5.0,False
EspZ,Q3ULB5,Pak6,0,5.0,False
EspZ,B2RWS6,Ep300,0,5.0,False
EspZ,O88643,Pak1,0,5.0,False
EspZ,Q9DD03,Rab13,0,5.0,False
EspZ,Q9D620,Rab11fip1,0,5.0,False
EspZ,P84078,Arf1,0,5.0,False
EspZ,P84084,Arf5,0,5.0,False
EspZ,P62331,Arf6,0,5.0,False
EspZ,G3XA57,Rab11fip2,0,5.0,False
EspZ,P35283,Rab12,0,5.0,False
EspZ,P35292,Rab17,0,5.0,False
EspZ,P35293,Rab18,0,5.0,False
EspZ,P35294,Rab19,0,5.0,False
EspZ,P46638,Rab11b,0,5.0,False
EspZ,P61027,Rab10,0,5.0,False
EspZ,P62492,Rab11a,0,5.0,False
EspZ,P62821,Rab1A,0,5.0,False
EspZ,Q8BQP8,Rab11fip4,0,5.0,False
EspZ,Q8CHD8,Rab11fip3,0,5.0,False
EspZ,Q8K386,Rab15,0,5.0,False
EspZ,Q8R361,Rab11fip5,0,5.0,False
EspZ,Q91V41,Rab14,0,5.0,False
EspZ,Q9D1G1,Rab1b,0,5.0,False
EscF,Q9QY24,Zbp1,0,5.0,False
EscF,Q60855,Ripk1,0,5.0,False
EscF,Q9QZL0,Ripk3,0,5.0,False
EscF,Q3U0V2,Tradd,0,5.0,False
EscF,Q8CF89,Tab1,0,5.0,False
EscF,Q61160,Fadd,0,5.0,False
EscF,Q8C3Q9,Casp9,0,5.0,False
EscF,Q99K90,Tab2,0,5.0,False
EscF,Q62073,Map3k7,0,5.0,False
EscF,P22366,Myd88,0,5.0,False
EscF,O88522,Ikbkg,0,5.0,False
EscF,O88351,Ikbkb,0,5.0,False
EscF,O35387,Hax1,0,5.0,False
EscF,Q9D8Z2,Triap1,0,5.0,False
EscF,P08505,Il6,0,5.0,False
EscF,Q9Z121,Ccl8,0,5.0,False
EscF,O54824,Il16,0,5.0,False
EscF,Q9JIL2,Ccl28,0,5.0,False
EscF,P18340,Cxcl9,0,5.0,False
EscF,P12850,Cxcl1,0,5.0,False
EscF,P50228,Cxcl5,0,5.0,False
EscF,P27784,Ccl6,0,5.0,False
EscF,O08668,Casp3,0,5.0,False
EscF,O08738,Casp6,0,5.0,False
EscF,O08669,Casp7,0,5.0,False
EscF,P52332,Jak1,0,5.0,False
EscF,P42225,Stat1,0,5.0,False
EscF,Q9WVL2,Stat2,0,5.0,False
EscF,Q61179,Irf9,0,5.0,False
EscF,Q9R117,Tyk2,0,5.0,False
EscF,Q9QUN7,Tlr2,0,5.0,False
EscF,P10889,Cxcl2,0,5.0,False
EscF,P06804,Tnf,0,5.0,False
EscF,Q8BVZ5,Il33,0,5.0,False
EscF,Q8K4B4,Il23r,0,5.0,False
EscF,O55032,Nck1,0,5.0,False
EscF,Q9DBJ3,Baiap2l1,0,5.0,False
EscF,Q8BKX1,Baiap2,0,5.0,False
EscF,P42337,Pik3ca,0,5.0,False
EscF,P05784,Krt18,0,5.0,False
EscF,P26039,Tln1,0,5.0,False
EscF,Q64727,Vcl,0,5.0,False
EscF,Q7TPR4,Actn1,0,5.0,False
EscF,Q3UGC2,Cttn,0,5.0,False
EscF,P68254,Ywhaq,0,5.0,False
EscF,O08611,Inppl1,0,5.0,False
EscF,A8MVW3,Sec24,0,5.0,False
NleO,Q9QY24,Zbp1,0,5.0,False
NleO,P29452,Casp1,0,5.0,False
NleO,Q3UDB7,Ticam1,0,5.0,False
NleO,O08911,Mapk12,0,5.0,False
NleO,O54992,Mapkapk5,0,5.0,False
NleO,P47811,Mapk14,0,5.0,False
NleO,P49138,Mapkapk2,0,5.0,False
NleO,P63085,Mapk1,0,5.0,False
NleO,Q3UMW7,Mapkapk3,0,5.0,False
NleO,Q61532,Mapk6,0,5.0,False
NleO,Q63844,Mapk3,0,5.0,False
NleO,Q61831,Mapk10,0,5.0,False
NleO,Q9WUI1,Mapk11,0,5.0,False
NleO,Q6NS57,Mapkbp1,0,5.0,False
NleO,Q6P5G0,Mapk4,0,5.0,False
NleO,Q80Y86,Mapk15,0,5.0,False
NleO,Q8BKH7,Mapkap1,0,5.0,False
NleO,Q9ERE9,Mapk8ip2,0,5.0,False
NleO,Q9ESN9,Mapk8ip3,0,5.0,False
NleO,Q9WTU6,Mapk9,0,5.0,False
NleO,Q60855,Ripk1,0,5.0,False
NleO,Q9QZL0,Ripk3,0,5.0,False
NleO,Q3U0V2,Tradd,0,5.0,False
NleO,Q91Y86,Mapk8,0,5.0,False
NleO,Q9WVS8,Mapk7,0,5.0,False
NleO,Q9Z1B7,Mapk13,0,5.0,False
NleO,Q9WVI9,Mapk8ip1,0,5.0,False
NleO,Q8CF89,Tab1,0,5.0,False
NleO,Q61160,Fadd,0,5.0,False
NleO,Q99K90,Tab2,0,5.0,False
NleO,Q9EPB4,Pycard,0,5.0,False
NleO,Q571K4,Tab3,0,5.0,False
NleO,Q62073,Map3k7,0,5.0,False
NleO,Q9WTK5,Nfkb2,0,5.0,False
NleO,P22366,Myd88,0,5.0,False
NleO,Q8R4B8,Nlrp3,0,5.0,False
NleO,O88522,Ikbkg,0,5.0,False
NleO,P25799,Nfkb1,0,5.0,False
NleO,O88351,Ikbkb,0,5.0,False
NleO,Q04207,Rela,0,5.0,False
NleO,O35387,Hax1,0,5.0,False
NleO,Q9D8Z2,Triap1,0,5.0,False
NleO,P70380,Il18,0,5.0,False
NleO,P10749,Il1b,0,5.0,False
NleO,Q9D2Y4,Mlkl,0,5.0,False
NleO,Q9Z2D3,Gsdme,0,5.0,False
NleO,P62908,Rps3,0,5.0,False
NleO,Q6NZP1,Zranb3,0,5.0,False
NleO,P31725,S100a9,0,5.0,False
NleO,P27005,S100a8,0,5.0,False
NleO,O55222,Ilk,0,5.0,False
NleO,P11672,Lcn2,0,5.0,False
NleO,A8MVW3,Sec24,0,5.0,False
NleO,G3UWA6,Slc3a2,0,5.0,False
NleO,Q3TX81,Tmbim6,0,5.0,False
NleO,Q8BH93,Mapk1ip1l,0,5.0,False
NleO,Q9D7G9,Mapk1ip1,0,5.0,False
LPS,P25118,Tnfrsf1a,0,5.0,False
LPS,P13504,Il1r1,0,5.0,False
LPS,Q9EPQ1,Tlr1,0,5.0,False
LPS,P25446,Fas,0,5.0,False
LPS,P52332,Jak1,0,5.0,False
LPS,P42225,Stat1,0,5.0,False
LPS,Q9WVL2,Stat2,0,5.0,False
LPS,Q61179,Irf9,0,5.0,False
LPS,Q9R117,Tyk2,0,5.0,False
LPS,P10889,Cxcl2,0,5.0,False
LPS,P06804,Tnf,0,5.0,False
LPS,Q8BVZ5,Il33,0,5.0,False
LPS,Q8K4B4,Il23r,0,5.0,False
LPS,Q3TXX8,N-WASP,0,5.0,False
LPS,P62908,Rps3,0,5.0,False
LPS,P70441,Nherf1,0,5.0,False
LPS,P31725,S100a9,0,5.0,False
LPS,P27005,S100a8,0,5.0,False
LPS,O55222,Ilk,0,5.0,False
LPS,Q91VH2,Snx9,0,5.0,False
LPS,P11672,Lcn2,0,5.0,False
LPS,Q99LE6,Abcf2,0,5.0,False
LPS,Q61036,Pak3,0,5.0,False
LPS,Q8BTW9,Pak4,0,5.0,False
LPS,Q8C015,Pak5,0,5.0,False
LPS,Q8CIN4,Pak2,0,5.0,False
LPS,Q9DCE5,Pak1ip1,0,5.0,False
LPS,Q3ULB5,Pak6,0,5.0,False
LPS,G3UWA6,Slc3a2,0,5.0,False
LPS,O88643,Pak1,0,5.0,False
LPS,Q9DD03,Rab13,0,5.0,False
LPS,Q9D620,Rab11fip1,0,5.0,False
LPS,P84078,Arf1,0,5.0,False
LPS,P84084,Arf5,0,5.0,False
LPS,P62331,Arf6,0,5.0,False
LPS,G3XA57,Rab11fip2,0,5.0,False
LPS,P35283,Rab12,0,5.0,False
LPS,P35292,Rab17,0,5.0,False
LPS,P35293,Rab18,0,5.0,False
LPS,P35294,Rab19,0,5.0,False
LPS,P46638,Rab11b,0,5.0,False
LPS,P61027,Rab10,0,5.0,False
LPS,P62492,Rab11a,0,5.0,False
LPS,P62821,Rab1A,0,5.0,False
