Effector,Protein,ProteinGeneName,Shared_Connections,Shortest_Path,Is_Connected
EspH,P27784,Ccl6,0,4.0,False
EspH,Q9Z2D3,Gsdme,0,4.0,False
EspH,P61161,Actr2,0,4.0,False
EspH,Q99JY9,Actr3,0,4.0,False
EspJ,P29452,Casp1,0,4.0,False
EspJ,O89110,Casp8,0,4.0,False
EspJ,Q3UDB7,Ticam1,0,4.0,False
EspJ,Q60855,Ripk1,0,4.0,False
EspJ,Q8CF89,Tab1,0,4.0,False
EspJ,Q8C3Q9,Casp9,0,4.0,False
EspJ,P62897,Cycs,0,4.0,False
EspJ,Q99K90,Tab2,0,4.0,False
EspJ,Q9EPB4,Pycard,0,4.0,False
EspJ,Q62073,Map3k7,0,4.0,False
EspJ,Q9WTK5,Nfkb2,0,4.0,False
EspJ,P22366,Myd88,0,4.0,False
EspJ,Q8R4B8,Nlrp3,0,4.0,False
EspJ,O88522,Ikbkg,0,4.0,False
EspJ,P25799,Nfkb1,0,4.0,False
EspJ,O88351,Ikbkb,0,4.0,False
EspJ,Q04207,Rela,0,4.0,False
EspJ,Q9D2Y4,Mlkl,0,4.0,False
EspJ,Q9Z2D3,Gsdme,0,4.0,False
EspJ,P70441,Nherf1,0,4.0,False
EspK,P29452,Casp1,0,4.0,False
EspK,Q3UDB7,Ticam1,0,4.0,False
EspK,P25118,Tnfrsf1a,0,4.0,False
EspK,Q9QZL0,Ripk3,0,4.0,False
EspK,P25446,Fas,0,4.0,False
EspK,P62897,Cycs,0,4.0,False
EspK,Q9EPB4,Pycard,0,4.0,False
EspK,O88593,Pglyrp1,0,4.0,False
EspK,O35387,Hax1,0,4.0,False
EspK,Q9D8Z2,Triap1,0,4.0,False
EspK,Q9JJY9,Il22,0,4.0,False
EspK,Q9D2Y4,Mlkl,0,4.0,False
EspK,O08668,Casp3,0,4.0,False
EspK,O08738,Casp6,0,4.0,False
EspK,O08669,Casp7,0,4.0,False
EspK,P10889,Cxcl2,0,4.0,False
EspK,P06804,Tnf,0,4.0,False
EspK,Q9Z2D3,Gsdme,0,4.0,False
EspL,Q9JIB3,Naip7,0,4.0,False
EspL,Q9JIB6,Naip6,0,4.0,False
EspL,Q9QUK4,Naip2,0,4.0,False
EspL,Q9QWK5,Naip1,0,4.0,False
EspL,Q9R016,Naip5,0,4.0,False
EspL,P05627,Jun,0,4.0,False
EspL,P13504,Il1r1,0,4.0,False
EspL,Q9EPQ1,Tlr1,0,4.0,False
EspL,Q9JJY9,Il22,0,4.0,False
EspL,Q8K3Z0,Nod2,0,4.0,False
EspL,Q9QUN7,Tlr2,0,4.0,False
EspL,Q8K4B4,Il23r,0,4.0,False
EspL,Q60680,Chuk,0,4.0,False
EspL,G3UWA6,Slc3a2,0,4.0,False
EspF,P13504,Il1r1,0,5.0,False
EspF,Q9EPQ1,Tlr1,0,5.0,False
EspF,Q3UP24,Nlrc4,0,5.0,False
EspF,Q8K3Z0,Nod2,0,5.0,False
EspF,P52332,Jak1,0,5.0,False
EspF,P42225,Stat1,0,5.0,False
EspF,Q9WVL2,Stat2,0,5.0,False
EspF,Q61179,Irf9,0,5.0,False
EspF,Q9R117,Tyk2,0,5.0,False
EspF,Q9QUN7,Tlr2,0,5.0,False
EspF,P10889,Cxcl2,0,5.0,False
EspF,P06804,Tnf,0,5.0,False
EspF,Q8BVZ5,Il33,0,5.0,False
EspF,Q8K4B4,Il23r,0,5.0,False
EspF,P61161,Actr2,0,5.0,False
EspF,Q99JY9,Actr3,0,5.0,False
EspF,B2RWS6,Ep300,0,5.0,False
EspG,Q9QY24,Zbp1,0,5.0,False
EspG,O08911,Mapk12,0,5.0,False
EspG,O54992,Mapkapk5,0,5.0,False
EspG,P47811,Mapk14,0,5.0,False
EspG,P49138,Mapkapk2,0,5.0,False
EspG,P63085,Mapk1,0,5.0,False
EspG,Q3UMW7,Mapkapk3,0,5.0,False
EspG,P13504,Il1r1,0,5.0,False
EspG,Q9EPQ1,Tlr1,0,5.0,False
EspG,Q61532,Mapk6,0,5.0,False
EspG,Q63844,Mapk3,0,5.0,False
EspG,Q61831,Mapk10,0,5.0,False
EspG,Q9WUI1,Mapk11,0,5.0,False
EspG,Q6NS57,Mapkbp1,0,5.0,False
EspG,Q6P5G0,Mapk4,0,5.0,False
EspG,Q80Y86,Mapk15,0,5.0,False
EspG,Q8BKH7,Mapkap1,0,5.0,False
EspG,Q9ERE9,Mapk8ip2,0,5.0,False
EspG,Q9ESN9,Mapk8ip3,0,5.0,False
EspG,Q9WTU6,Mapk9,0,5.0,False
EspG,Q9QZL0,Ripk3,0,5.0,False
EspG,Q3U0V2,Tradd,0,5.0,False
EspG,Q91Y86,Mapk8,0,5.0,False
EspG,Q9WVS8,Mapk7,0,5.0,False
EspG,Q9Z1B7,Mapk13,0,5.0,False
EspG,Q9WVI9,Mapk8ip1,0,5.0,False
EspG,Q61160,Fadd,0,5.0,False
EspG,P70671,Irf3,0,5.0,False
EspG,Q571K4,Tab3,0,5.0,False
EspG,Q3UP24,Nlrc4,0,5.0,False
EspG,Q99MB1,Tlr3,0,5.0,False
EspG,Q9QUK6,Tlr4,0,5.0,False
EspG,O35387,Hax1,0,5.0,False
EspG,Q9D8Z2,Triap1,0,5.0,False
EspG,Q8K3Z0,Nod2,0,5.0,False
EspG,P08505,Il6,0,5.0,False
EspG,Q9Z121,Ccl8,0,5.0,False
EspG,O54824,Il16,0,5.0,False
EspG,Q9JIL2,Ccl28,0,5.0,False
EspG,P18340,Cxcl9,0,5.0,False
EspG,P12850,Cxcl1,0,5.0,False
EspG,P50228,Cxcl5,0,5.0,False
EspG,P27784,Ccl6,0,5.0,False
EspG,Q9QUN7,Tlr2,0,5.0,False
EspG,P10889,Cxcl2,0,5.0,False
EspG,P06804,Tnf,0,5.0,False
EspG,Q8BVZ5,Il33,0,5.0,False
EspG,Q8K4B4,Il23r,0,5.0,False
EspG,P62908,Rps3,0,5.0,False
EspG,Q6NZP1,Zranb3,0,5.0,False
EspG,P31725,S100a9,0,5.0,False
EspG,P27005,S100a8,0,5.0,False
EspG,O55222,Ilk,0,5.0,False
EspG,P11672,Lcn2,0,5.0,False
EspG,B2RWS6,Ep300,0,5.0,False
EspG,G3UWA6,Slc3a2,0,5.0,False
EspG,Q3TX81,Tmbim6,0,5.0,False
EspG,Q8BH93,Mapk1ip1l,0,5.0,False
EspG,Q9D7G9,Mapk1ip1,0,5.0,False
EspH,Q9QY24,Zbp1,0,5.0,False
EspH,P13504,Il1r1,0,5.0,False
EspH,Q9EPQ1,Tlr1,0,5.0,False
EspH,Q9QZL0,Ripk3,0,5.0,False
EspH,Q3U0V2,Tradd,0,5.0,False
EspH,Q61160,Fadd,0,5.0,False
EspH,P70671,Irf3,0,5.0,False
EspH,Q3UP24,Nlrc4,0,5.0,False
EspH,Q99MB1,Tlr3,0,5.0,False
EspH,Q9QUK6,Tlr4,0,5.0,False
EspH,Q9D8Z2,Triap1,0,5.0,False
EspH,P70380,Il18,0,5.0,False
EspH,Q8K3Z0,Nod2,0,5.0,False
EspH,P10749,Il1b,0,5.0,False
EspH,Q9QUN7,Tlr2,0,5.0,False
EspH,P10889,Cxcl2,0,5.0,False
EspH,P06804,Tnf,0,5.0,False
EspH,P62908,Rps3,0,5.0,False
EspH,Q6NZP1,Zranb3,0,5.0,False
EspH,A8MVW3,Sec24,0,5.0,False
EspH,G3UWA6,Slc3a2,0,5.0,False
EspH,Q3TX81,Tmbim6,0,5.0,False
EspJ,Q9QY24,Zbp1,0,5.0,False
EspJ,O08911,Mapk12,0,5.0,False
EspJ,O54992,Mapkapk5,0,5.0,False
EspJ,P47811,Mapk14,0,5.0,False
EspJ,P49138,Mapkapk2,0,5.0,False
EspJ,P63085,Mapk1,0,5.0,False
EspJ,Q3UMW7,Mapkapk3,0,5.0,False
EspJ,P13504,Il1r1,0,5.0,False
EspJ,Q9EPQ1,Tlr1,0,5.0,False
EspJ,Q61532,Mapk6,0,5.0,False
EspJ,Q63844,Mapk3,0,5.0,False
EspJ,Q61831,Mapk10,0,5.0,False
EspJ,Q9WUI1,Mapk11,0,5.0,False
EspJ,Q6NS57,Mapkbp1,0,5.0,False
EspJ,Q6P5G0,Mapk4,0,5.0,False
EspJ,Q80Y86,Mapk15,0,5.0,False
EspJ,Q8BKH7,Mapkap1,0,5.0,False
EspJ,Q9ERE9,Mapk8ip2,0,5.0,False
EspJ,Q9ESN9,Mapk8ip3,0,5.0,False
EspJ,Q9WTU6,Mapk9,0,5.0,False
EspJ,Q9QZL0,Ripk3,0,5.0,False
EspJ,Q3U0V2,Tradd,0,5.0,False
EspJ,Q91Y86,Mapk8,0,5.0,False
EspJ,Q9WVS8,Mapk7,0,5.0,False
EspJ,Q9Z1B7,Mapk13,0,5.0,False
EspJ,Q9WVI9,Mapk8ip1,0,5.0,False
EspJ,Q61160,Fadd,0,5.0,False
EspJ,P70671,Irf3,0,5.0,False
EspJ,Q571K4,Tab3,0,5.0,False
EspJ,Q3UP24,Nlrc4,0,5.0,False
EspJ,Q99MB1,Tlr3,0,5.0,False
EspJ,Q9QUK6,Tlr4,0,5.0,False
EspJ,O35387,Hax1,0,5.0,False
EspJ,Q9D8Z2,Triap1,0,5.0,False
EspJ,P70380,Il18,0,5.0,False
EspJ,Q8K3Z0,Nod2,0,5.0,False
EspJ,P10749,Il1b,0,5.0,False
EspJ,P08505,Il6,0,5.0,False
EspJ,Q9Z121,Ccl8,0,5.0,False
EspJ,O54824,Il16,0,5.0,False
EspJ,Q9JIL2,Ccl28,0,5.0,False
EspJ,P18340,Cxcl9,0,5.0,False
EspJ,P12850,Cxcl1,0,5.0,False
EspJ,P50228,Cxcl5,0,5.0,False
EspJ,P27784,Ccl6,0,5.0,False
EspJ,Q9QUN7,Tlr2,0,5.0,False
EspJ,P10889,Cxcl2,0,5.0,False
EspJ,P06804,Tnf,0,5.0,False
EspJ,P61161,Actr2,0,5.0,False
EspJ,Q99JY9,Actr3,0,5.0,False
EspJ,P62908,Rps3,0,5.0,False
EspJ,Q6NZP1,Zranb3,0,5.0,False
EspJ,P31725,S100a9,0,5.0,False
EspJ,P27005,S100a8,0,5.0,False
EspJ,O55222,Ilk,0,5.0,False
EspJ,P11672,Lcn2,0,5.0,False
EspJ,A8MVW3,Sec24,0,5.0,False
EspJ,G3UWA6,Slc3a2,0,5.0,False
EspJ,Q3TX81,Tmbim6,0,5.0,False
EspJ,Q8BH93,Mapk1ip1l,0,5.0,False
EspJ,Q9D7G9,Mapk1ip1,0,5.0,False
EspK,Q9QY24,Zbp1,0,5.0,False
EspK,P70671,Irf3,0,5.0,False
EspK,Q3UP24,Nlrc4,0,5.0,False
EspK,Q99MB1,Tlr3,0,5.0,False
EspK,Q9QUK6,Tlr4,0,5.0,False
EspK,Q9QUN7,Tlr2,0,5.0,False
EspK,O88336,Rhoa,0,5.0,False
EspK,P62746,Rhob,0,5.0,False
EspK,Q62159,Rhoc,0,5.0,False
EspK,Q9D3G9,Rhoh,0,5.0,False
EspK,P63001,Rac1,0,5.0,False
EspK,Q05144,Rac2,0,5.0,False
EspK,P60764,Rac3,0,5.0,False
EspK,P84096,Rhog,0,5.0,False
EspK,P60766,Cdc42,0,5.0,False
EspK,P97348,Rhod,0,5.0,False
EspK,Q8BVZ5,Il33,0,5.0,False
EspK,Q8K4B4,Il23r,0,5.0,False
EspK,Q3TXX8,N-WASP,0,5.0,False
EspK,P70441,Nherf1,0,5.0,False
EspK,P31725,S100a9,0,5.0,False
EspK,P27005,S100a8,0,5.0,False
EspK,O55222,Ilk,0,5.0,False
EspK,Q91VH2,Snx9,0,5.0,False
EspK,P11672,Lcn2,0,5.0,False
EspK,Q99LE6,Abcf2,0,5.0,False
EspK,O55032,Nck1,0,5.0,False
EspK,Q9DBJ3,Baiap2l1,0,5.0,False
EspK,Q8BKX1,Baiap2,0,5.0,False
EspK,P42337,Pik3ca,0,5.0,False
EspK,P05784,Krt18,0,5.0,False
EspK,P26039,Tln1,0,5.0,False
EspK,Q64727,Vcl,0,5.0,False
EspK,Q7TPR4,Actn1,0,5.0,False
EspK,Q3UGC2,Cttn,0,5.0,False
EspK,P68254,Ywhaq,0,5.0,False
EspK,O08611,Inppl1,0,5.0,False
EspK,A8MVW3,Sec24,0,5.0,False
EspK,G3UWA6,Slc3a2,0,5.0,False
EspK,Q8BH93,Mapk1ip1l,0,5.0,False
EspK,Q9D7G9,Mapk1ip1,0,5.0,False
EspL,O88593,Pglyrp1,0,5.0,False
EspL,Q8BVZ5,Il33,0,5.0,False
EspL,Q61036,Pak3,0,5.0,False
EspL,Q8BTW9,Pak4,0,5.0,False
EspL,Q8C015,Pak5,0,5.0,False
EspL,Q8CIN4,Pak2,0,5.0,False
EspL,Q9DCE5,Pak1ip1,0,5.0,False
EspL,Q3ULB5,Pak6,0,5.0,False
EspL,O88643,Pak1,0,5.0,False
EspL,Q9DD03,Rab13,0,5.0,False
EspL,Q9D620,Rab11fip1,0,5.0,False
EspL,P84078,Arf1,0,5.0,False
EspL,P84084,Arf5,0,5.0,False
EspL,P62331,Arf6,0,5.0,False
EspL,G3XA57,Rab11fip2,0,5.0,False
EspL,P35283,Rab12,0,5.0,False
EspL,P35292,Rab17,0,5.0,False
EspL,P35293,Rab18,0,5.0,False
EspL,P35294,Rab19,0,5.0,False
EspL,P46638,Rab11b,0,5.0,False
EspL,P61027,Rab10,0,5.0,False
EspL,P62492,Rab11a,0,5.0,False
EspL,P62821,Rab1A,0,5.0,False
EspL,Q8BQP8,Rab11fip4,0,5.0,False
EspL,Q8CHD8,Rab11fip3,0,5.0,False
EspL,Q8K386,Rab15,0,5.0,False
EspL,Q8R361,Rab11fip5,0,5.0,False
EspL,Q91V41,Rab14,0,5.0,False
EspL,Q9D1G1,Rab1b,0,5.0,False
NleE,Q9D1G1,Rab1b,0,5.0,False
NleF,Q61036,Pak3,0,5.0,False
NleF,Q8BTW9,Pak4,0,5.0,False
NleF,Q8C015,Pak5,0,5.0,False
NleF,Q8CIN4,Pak2,0,5.0,False
NleF,Q9DCE5,Pak1ip1,0,5.0,False
NleF,Q3ULB5,Pak6,0,5.0,False
NleF,O88643,Pak1,0,5.0,False
NleF,Q9DD03,Rab13,0,5.0,False
NleF,Q9D620,Rab11fip1,0,5.0,False
NleF,P84078,Arf1,0,5.0,False
NleF,P84084,Arf5,0,5.0,False
NleF,P62331,Arf6,0,5.0,False
NleF,G3XA57,Rab11fip2,0,5.0,False
NleF,P35283,Rab12,0,5.0,False
NleF,P35292,Rab17,0,5.0,False
NleF,P35293,Rab18,0,5.0,False
NleF,P35294,Rab19,0,5.0,False
NleF,P46638,Rab11b,0,5.0,False
NleF,P61027,Rab10,0,5.0,False
NleF,P62492,Rab11a,0,5.0,False
NleF,P62821,Rab1A,0,5.0,False
NleF,Q8BQP8,Rab11fip4,0,5.0,False
NleF,Q8CHD8,Rab11fip3,0,5.0,False
NleF,Q8K386,Rab15,0,5.0,False
NleF,Q8R361,Rab11fip5,0,5.0,False
NleF,Q91V41,Rab14,0,5.0,False
NleF,Q9D1G1,Rab1b,0,5.0,False
NleG1,P70343,Casp4,0,5.0,False
NleG1,P70196,Traf6,0,5.0,False
NleG1,P39428,Traf1,0,5.0,False
NleG1,P39429,Traf2,0,5.0,False
NleG1,P70191,Traf5,0,5.0,False
NleG1,Q149C2,Traf3ip1,0,5.0,False
NleG1,Q3UDK1,Trafd1,0,5.0,False
NleG1,Q60803,Traf3,0,5.0,False
NleG1,Q61382,Traf4,0,5.0,False
NleG1,Q8N7N6,Traf3ip2,0,5.0,False
NleG1,Q922B6,Traf7,0,5.0,False
NleG1,Q8C0G2,Traf3ip3,0,5.0,False
NleG1,Q60855,Ripk1,0,5.0,False
NleG1,Q9WTK5,Nfkb2,0,5.0,False
NleG1,P22366,Myd88,0,5.0,False
NleG1,O88522,Ikbkg,0,5.0,False
NleG1,P25799,Nfkb1,0,5.0,False
NleG1,O88351,Ikbkb,0,5.0,False
NleG1,Q04207,Rela,0,5.0,False
NleG1,Q9D8T2,Gsdmd,0,5.0,False
NleG1,O08668,Casp3,0,5.0,False
NleG1,O08738,Casp6,0,5.0,False
NleG1,O08669,Casp7,0,5.0,False
NleG1,O88336,Rhoa,0,5.0,False
NleG1,P62746,Rhob,0,5.0,False
NleG1,Q62159,Rhoc,0,5.0,False
NleG1,Q9D3G9,Rhoh,0,5.0,False
NleG1,P63001,Rac1,0,5.0,False
NleG1,Q05144,Rac2,0,5.0,False
NleG1,P60764,Rac3,0,5.0,False
NleG1,P84096,Rhog,0,5.0,False
NleG1,P60766,Cdc42,0,5.0,False
NleG1,P97348,Rhod,0,5.0,False
NleG1,Q3TXX8,N-WASP,0,5.0,False
NleG1,Q91VH2,Snx9,0,5.0,False
NleG1,Q99LE6,Abcf2,0,5.0,False
NleG1,O55032,Nck1,0,5.0,False
NleG1,Q9DBJ3,Baiap2l1,0,5.0,False
NleG1,Q8BKX1,Baiap2,0,5.0,False
NleG1,P42337,Pik3ca,0,5.0,False
NleG1,P05784,Krt18,0,5.0,False
NleG1,P26039,Tln1,0,5.0,False
NleG1,Q64727,Vcl,0,5.0,False
NleG1,Q7TPR4,Actn1,0,5.0,False
NleG1,Q3UGC2,Cttn,0,5.0,False
NleG1,P68254,Ywhaq,0,5.0,False
NleG1,O08611,Inppl1,0,5.0,False
NleG7,P70343,Casp4,0,5.0,False
NleG7,P70196,Traf6,0,5.0,False
NleG7,P39428,Traf1,0,5.0,False
NleG7,P39429,Traf2,0,5.0,False
NleG7,P70191,Traf5,0,5.0,False
NleG7,Q149C2,Traf3ip1,0,5.0,False
NleG7,Q3UDK1,Trafd1,0,5.0,False
NleG7,Q60803,Traf3,0,5.0,False
NleG7,Q61382,Traf4,0,5.0,False
NleG7,Q8N7N6,Traf3ip2,0,5.0,False
NleG7,Q922B6,Traf7,0,5.0,False
NleG7,Q8C0G2,Traf3ip3,0,5.0,False
NleG7,Q60855,Ripk1,0,5.0,False
NleG7,Q9WTK5,Nfkb2,0,5.0,False
NleG7,P22366,Myd88,0,5.0,False
NleG7,O88522,Ikbkg,0,5.0,False
NleG7,P25799,Nfkb1,0,5.0,False
NleG7,O88351,Ikbkb,0,5.0,False
NleG7,Q04207,Rela,0,5.0,False
NleG7,Q9D8T2,Gsdmd,0,5.0,False
NleG7,O08668,Casp3,0,5.0,False
NleG7,O08738,Casp6,0,5.0,False
NleG7,O08669,Casp7,0,5.0,False
NleG7,O88336,Rhoa,0,5.0,False
NleG7,P62746,Rhob,0,5.0,False
NleG7,Q62159,Rhoc,0,5.0,False
NleG7,Q9D3G9,Rhoh,0,5.0,False
NleG7,P63001,Rac1,0,5.0,False
NleG7,Q05144,Rac2,0,5.0,False
NleG7,P60764,Rac3,0,5.0,False
NleG7,P84096,Rhog,0,5.0,False
NleG7,P60766,Cdc42,0,5.0,False
NleG7,P97348,Rhod,0,5.0,False
NleG7,Q3TXX8,N-WASP,0,5.0,False
NleG7,Q91VH2,Snx9,0,5.0,False
NleG7,Q99LE6,Abcf2,0,5.0,False
NleG7,O55032,Nck1,0,5.0,False
NleG7,Q9DBJ3,Baiap2l1,0,5.0,False
NleG7,Q8BKX1,Baiap2,0,5.0,False
NleG7,P42337,Pik3ca,0,5.0,False
NleG7,P05784,Krt18,0,5.0,False
NleG7,P26039,Tln1,0,5.0,False
NleG7,Q64727,Vcl,0,5.0,False
NleG7,Q7TPR4,Actn1,0,5.0,False
NleG7,Q3UGC2,Cttn,0,5.0,False
NleG7,P68254,Ywhaq,0,5.0,False
NleG7,O08611,Inppl1,0,5.0,False
NleG8,P70343,Casp4,0,5.0,False
NleG8,P70196,Traf6,0,5.0,False
NleG8,P39428,Traf1,0,5.0,False
NleG8,P39429,Traf2,0,5.0,False
NleG8,P70191,Traf5,0,5.0,False
NleG8,Q149C2,Traf3ip1,0,5.0,False
NleG8,Q3UDK1,Trafd1,0,5.0,False
NleG8,Q60803,Traf3,0,5.0,False
NleG8,Q61382,Traf4,0,5.0,False
NleG8,Q8N7N6,Traf3ip2,0,5.0,False
NleG8,Q922B6,Traf7,0,5.0,False
NleG8,Q8C0G2,Traf3ip3,0,5.0,False
NleG8,Q60855,Ripk1,0,5.0,False
NleG8,Q9WTK5,Nfkb2,0,5.0,False
NleG8,P22366,Myd88,0,5.0,False
NleG8,O88522,Ikbkg,0,5.0,False
NleG8,P25799,Nfkb1,0,5.0,False
NleG8,O88351,Ikbkb,0,5.0,False
NleG8,Q04207,Rela,0,5.0,False
NleG8,Q9D8T2,Gsdmd,0,5.0,False
NleG8,O08668,Casp3,0,5.0,False
NleG8,O08738,Casp6,0,5.0,False
NleG8,O08669,Casp7,0,5.0,False
NleG8,O88336,Rhoa,0,5.0,False
NleG8,P62746,Rhob,0,5.0,False
NleG8,Q62159,Rhoc,0,5.0,False
NleG8,Q9D3G9,Rhoh,0,5.0,False
NleG8,P63001,Rac1,0,5.0,False
NleG8,Q05144,Rac2,0,5.0,False
NleG8,P60764,Rac3,0,5.0,False
NleG8,P84096,Rhog,0,5.0,False
NleG8,P60766,Cdc42,0,5.0,False
NleG8,P97348,Rhod,0,5.0,False
NleG8,Q3TXX8,N-WASP,0,5.0,False
NleG8,Q91VH2,Snx9,0,5.0,False
NleG8,Q99LE6,Abcf2,0,5.0,False
NleG8,O55032,Nck1,0,5.0,False
NleG8,Q9DBJ3,Baiap2l1,0,5.0,False
NleG8,Q8BKX1,Baiap2,0,5.0,False
NleG8,P42337,Pik3ca,0,5.0,False
NleG8,P05784,Krt18,0,5.0,False
NleG8,P26039,Tln1,0,5.0,False
NleG8,Q64727,Vcl,0,5.0,False
NleG8,Q7TPR4,Actn1,0,5.0,False
NleG8,Q3UGC2,Cttn,0,5.0,False
NleG8,P68254,Ywhaq,0,5.0,False
NleG8,O08611,Inppl1,0,5.0,False
NleH,Q3UP24,Nlrc4,0,5.0,False
NleH,P52332,Jak1,0,5.0,False
NleH,P42225,Stat1,0,5.0,False
NleH,Q9WVL2,Stat2,0,5.0,False
NleH,Q61179,Irf9,0,5.0,False
NleH,Q9R117,Tyk2,0,5.0,False
NleH,Q9QUN7,Tlr2,0,5.0,False
NleH,Q8BVZ5,Il33,0,5.0,False
NleH,Q8K4B4,Il23r,0,5.0,False
NleH,O55032,Nck1,0,5.0,False
NleH,Q9DBJ3,Baiap2l1,0,5.0,False
NleH,Q8BKX1,Baiap2,0,5.0,False
NleH,P42337,Pik3ca,0,5.0,False
NleH,P05784,Krt18,0,5.0,False
NleH,P26039,Tln1,0,5.0,False
NleH,Q64727,Vcl,0,5.0,False
NleH,Q7TPR4,Actn1,0,5.0,False
NleH,Q3UGC2,Cttn,0,5.0,False
NleH,P68254,Ywhaq,0,5.0,False
NleH,O08611,Inppl1,0,5.0,False
NleH,Q61036,Pak3,0,5.0,False
NleH,Q8BTW9,Pak4,0,5.0,False
NleH,Q8C015,Pak5,0,5.0,False
NleH,Q8CIN4,Pak2,0,5.0,False
NleH,Q9DCE5,Pak1ip1,0,5.0,False
NleH,Q3ULB5,Pak6,0,5.0,False
NleH,O88643,Pak1,0,5.0,False
NleH,Q9DD03,Rab13,0,5.0,False
NleH,Q9D620,Rab11fip1,0,5.0,False
NleH,P84078,Arf1,0,5.0,False
NleH,P84084,Arf5,0,5.0,False
NleH,P62331,Arf6,0,5.0,False
NleH,G3XA57,Rab11fip2,0,5.0,False
NleH,P35283,Rab12,0,5.0,False
NleH,P35292,Rab17,0,5.0,False
NleH,P35293,Rab18,0,5.0,False
NleH,P35294,Rab19,0,5.0,False
NleH,P46638,Rab11b,0,5.0,False
NleH,P61027,Rab10,0,5.0,False
NleH,P62492,Rab11a,0,5.0,False
NleH,P62821,Rab1A,0,5.0,False
NleH,Q8BQP8,Rab11fip4,0,5.0,False
NleH,Q8CHD8,Rab11fip3,0,5.0,False
NleH,Q8K386,Rab15,0,5.0,False
NleH,Q8R361,Rab11fip5,0,5.0,False
NleH,Q91V41,Rab14,0,5.0,False
NleH,Q9D1G1,Rab1b,0,5.0,False
NleL,Q9QY24,Zbp1,0,5.0,False
NleL,P25118,Tnfrsf1a,0,5.0,False
NleL,P25446,Fas,0,5.0,False
NleL,P70671,Irf3,0,5.0,False
NleL,O88593,Pglyrp1,0,5.0,False
NleL,Q3UP24,Nlrc4,0,5.0,False
NleL,Q99MB1,Tlr3,0,5.0,False
NleL,Q9QUK6,Tlr4,0,5.0,False
NleL,O35387,Hax1,0,5.0,False
NleL,Q9D8Z2,Triap1,0,5.0,False
NleL,P70380,Il18,0,5.0,False
NleL,Q9QUN7,Tlr2,0,5.0,False
NleL,P62908,Rps3,0,5.0,False
NleL,P70441,Nherf1,0,5.0,False
NleL,P31725,S100a9,0,5.0,False
NleL,P27005,S100a8,0,5.0,False
NleL,O55222,Ilk,0,5.0,False
NleL,P11672,Lcn2,0,5.0,False
NleL,Q61036,Pak3,0,5.0,False
NleL,Q8BTW9,Pak4,0,5.0,False
NleL,Q8C015,Pak5,0,5.0,False
NleL,Q8CIN4,Pak2,0,5.0,False
NleL,Q9DCE5,Pak1ip1,0,5.0,False
NleL,Q3ULB5,Pak6,0,5.0,False
NleL,A8MVW3,Sec24,0,5.0,False
NleL,B2RWS6,Ep300,0,5.0,False
NleL,G3UWA6,Slc3a2,0,5.0,False
NleL,O88643,Pak1,0,5.0,False
NleL,Q9DD03,Rab13,0,5.0,False
NleL,Q9D620,Rab11fip1,0,5.0,False
NleL,P84078,Arf1,0,5.0,False
NleL,P84084,Arf5,0,5.0,False
NleL,P62331,Arf6,0,5.0,False
NleL,G3XA57,Rab11fip2,0,5.0,False
NleL,P35283,Rab12,0,5.0,False
NleL,P35292,Rab17,0,5.0,False
NleL,P35293,Rab18,0,5.0,False
NleL,P35294,Rab19,0,5.0,False
NleL,P46638,Rab11b,0,5.0,False
NleL,P61027,Rab10,0,5.0,False
NleL,P62492,Rab11a,0,5.0,False
NleL,P62821,Rab1A,0,5.0,False
NleL,Q8BQP8,Rab11fip4,0,5.0,False
NleL,Q8CHD8,Rab11fip3,0,5.0,False
NleL,Q8K386,Rab15,0,5.0,False
NleL,Q8R361,Rab11fip5,0,5.0,False
NleL,Q91V41,Rab14,0,5.0,False
NleL,Q9D1G1,Rab1b,0,5.0,False
NleL,Q3TX81,Tmbim6,0,5.0,False
Tir,Q8BVZ5,Il33,0,5.0,False
Tir,Q8K4B4,Il23r,0,5.0,False
Tir,P61161,Actr2,0,5.0,False
Tir,Q99JY9,Actr3,0,5.0,False
Tir,P62908,Rps3,0,5.0,False
Tir,P31725,S100a9,0,5.0,False
Tir,P27005,S100a8,0,5.0,False
Tir,O55222,Ilk,0,5.0,False
Tir,P11672,Lcn2,0,5.0,False
Tir,G3UWA6,Slc3a2,0,5.0,False
Tir,Q3TX81,Tmbim6,0,5.0,False
pORF8,Q9QY24,Zbp1,0,5.0,False
pORF8,Q60855,Ripk1,0,5.0,False
pORF8,Q9QZL0,Ripk3,0,5.0,False
pORF8,Q3U0V2,Tradd,0,5.0,False
pORF8,Q8CF89,Tab1,0,5.0,False
pORF8,Q61160,Fadd,0,5.0,False
pORF8,Q8C3Q9,Casp9,0,5.0,False
pORF8,Q99K90,Tab2,0,5.0,False
pORF8,Q62073,Map3k7,0,5.0,False
pORF8,P22366,Myd88,0,5.0,False
pORF8,O88522,Ikbkg,0,5.0,False
pORF8,O88351,Ikbkb,0,5.0,False
pORF8,O35387,Hax1,0,5.0,False
pORF8,Q9D8Z2,Triap1,0,5.0,False
pORF8,P08505,Il6,0,5.0,False
pORF8,Q9Z121,Ccl8,0,5.0,False
pORF8,O54824,Il16,0,5.0,False
pORF8,Q9JIL2,Ccl28,0,5.0,False
pORF8,P18340,Cxcl9,0,5.0,False
pORF8,P12850,Cxcl1,0,5.0,False
