Effector;Protein;Shortest_Path;Shared_Connections;Pathways_Shared;Is_Connected;Interaction_Score
NleD;Tlr2;2;1;1;False;0.296429
NleD;Stat1;2;1;1;False;0.296429
NleD;Nfkb1;2;1;1;False;0.296429
NleD;Tlr4;2;1;1;False;0.296429
NleD;Casp3;2;1;1;False;0.296429
NleB;Gsdmd;2;1;1;False;0.296429
NleB;Mapk7;2;1;1;False;0.296429
NleB;Cycs;2;1;1;False;0.296429
NleB;Mapk15;2;1;1;False;0.296429
NleB;Mapk11;2;1;1;False;0.296429
NleB;Mapk4;2;1;1;False;0.296429
NleB;Mapk6;2;1;1;False;0.296429
NleB;Hax1;2;1;1;False;0.296429
NleB;Mapkap1;2;1;1;False;0.296429
NleB;Mlkl;2;1;1;False;0.296429
NleB;Mapk8ip1;2;1;1;False;0.296429
NleB;Mapkapk3;2;1;1;False;0.296429
NleB;Mapk8ip2;2;1;1;False;0.296429
NleB;Mapk3;2;1;1;False;0.296429
NleB;Mapkapk5;2;1;1;False;0.296429
NleB;Mapk1;2;1;1;False;0.296429
NleB;Mapk8ip3;2;1;1;False;0.296429
NleB;Triap1;2;1;1;False;0.296429
NleB;Casp9;2;1;1;False;0.296429
EspH;Slc3a2;2;1;1;False;0.296429
EspH;N-WASP;2;1;1;False;0.296429
NleA;Gsdme;2;1;1;False;0.296429
NleA;Mlkl;2;1;1;False;0.296429
EspJ;Rac3;2;1;1;False;0.296429
EspJ;Cdc42;2;1;1;False;0.296429
EspJ;Rhoa;2;1;1;False;0.296429
EspJ;Rhog;2;1;1;False;0.296429
EspJ;Rhob;2;1;1;False;0.296429
EspJ;Rhoh;2;1;1;False;0.296429
EspJ;Actr2;2;1;1;False;0.296429
EspJ;Rhoc;2;1;1;False;0.296429
EspJ;N-WASP;2;1;1;False;0.296429
EspJ;Rac1;2;1;1;False;0.296429
EspJ;Rhod;2;1;1;False;0.296429
EspO;Cycs;2;1;1;False;0.296429
EspO;Casp6;2;1;1;False;0.296429
EspO;Casp7;2;1;1;False;0.296429
EspO;Casp9;2;1;1;False;0.296429
NleF;Ccl8;2;1;1;False;0.296429
NleF;Ccl28;2;1;1;False;0.296429
NleF;Myd88;2;1;1;False;0.296429
NleF;Cxcl5;2;1;1;False;0.296429
NleF;Hax1;2;1;1;False;0.296429
NleF;Il16;2;1;1;False;0.296429
NleF;Mlkl;2;1;1;False;0.296429
NleF;Cxcl9;2;1;1;False;0.296429
NleF;Ccl6;2;1;1;False;0.296429
NleF;Triap1;2;1;1;False;0.296429
EspM;Il1b;2;1;1;False;0.296429
EspM;Slc3a2;2;1;1;False;0.296429
EspM;Mapk8;2;1;1;False;0.296429
EspM;Mapk9;2;1;1;False;0.296429
EspM;N-WASP;2;1;1;False;0.296429
NleE;Cycs;2;1;1;False;0.296429
NleE;Casp8;2;1;1;False;0.296429
NleE;Myd88;2;1;1;False;0.296429
NleE;Casp6;2;1;1;False;0.296429
NleE;Casp3;2;1;1;False;0.296429
NleE;Casp9;2;1;1;False;0.296429
EspG;Il1b;2;1;1;False;0.296429
EspG;Rhog;2;1;1;False;0.296429
EspG;Rhob;2;1;1;False;0.296429
EspG;Rhoh;2;1;1;False;0.296429
EspG;N-WASP;2;1;1;False;0.296429
EspG;Rhod;2;1;1;False;0.296429
EspF;Cycs;2;1;1;False;0.296429
EspF;Rac3;2;1;1;False;0.296429
EspF;Cdc42;2;1;1;False;0.296429
EspF;Rhoa;2;1;1;False;0.296429
EspF;Rhog;2;1;1;False;0.296429
EspF;Rhob;2;1;1;False;0.296429
EspF;Rhoh;2;1;1;False;0.296429
EspF;Actr2;2;1;1;False;0.296429
EspF;Rac1;2;1;1;False;0.296429
Tir;Il1b;2;1;1;False;0.296429
Tir;Nherf1;2;1;1;False;0.296429
Tir;Rac3;2;1;1;False;0.296429
Tir;Rac2;2;1;1;False;0.296429
Tir;Cdc42;2;1;1;False;0.296429
Tir;Rhog;2;1;1;False;0.296429
Tir;Rhob;2;1;1;False;0.296429
Tir;Rhoh;2;1;1;False;0.296429
Tir;Ikbkb;2;1;1;False;0.296429
Tir;Gsdme;2;1;1;False;0.296429
Tir;Mlkl;2;1;1;False;0.296429
Tir;Rhoc;2;1;1;False;0.296429
Tir;N-WASP;2;1;1;False;0.296429
Tir;Rac1;2;1;1;False;0.296429
Tir;Rhod;2;1;1;False;0.296429
NleC;Irf3;2;4;0;False;0.285714
NleD;Traf6;2;4;0;False;0.285714
NleE;Ripk1;2;4;0;False;0.285714
NleE;Mapk7;2;4;0;False;0.285714
NleE;Mapk15;2;4;0;False;0.285714
NleE;Mapk11;2;4;0;False;0.285714
NleE;Mapk4;2;4;0;False;0.285714
NleE;Mapk6;2;4;0;False;0.285714
NleE;Mapkap1;2;4;0;False;0.285714
NleE;Mapk8ip1;2;4;0;False;0.285714
NleE;Mapkapk3;2;4;0;False;0.285714
NleE;Mapk8ip2;2;4;0;False;0.285714
NleE;Mapk3;2;4;0;False;0.285714
NleE;Mapkapk5;2;4;0;False;0.285714
NleE;Mapk1;2;4;0;False;0.285714
NleE;Mapk8ip3;2;4;0;False;0.285714
NleL;Traf6;2;4;0;False;0.285714
NleC;Nlrp3;2;3;0;False;0.264286
EspT;Mapk14;2;3;0;False;0.264286
EspL;Irf3;2;3;0;False;0.264286
EspL;Traf6;2;3;0;False;0.264286
EspL;Ikbkg;2;3;0;False;0.264286
Map;Actr2;2;3;0;False;0.264286
Map;Mapk14;2;3;0;False;0.264286
NleO;Actr2;2;3;0;False;0.264286
NleO;Mapk14;2;3;0;False;0.264286
EspH;Mapk14;2;3;0;False;0.264286
EspM;Mapk14;2;3;0;False;0.264286
Tir;Ikbkg;2;3;0;False;0.264286
NleH;Il13;4;0;2;False;0.25
NleH;Fas;4;0;2;False;0.25
NleH;Tlr3;4;0;2;False;0.25
NleH;Pik3ca;4;0;2;False;0.25
Map;Tlr3;4;0;2;False;0.25
Map;Gsdme;4;0;2;False;0.25
Map;Il1r1;4;0;2;False;0.25
NleC;Traf6;2;2;0;False;0.242857
NleC;Mapk14;2;2;0;False;0.242857
EspT;Arf6;2;2;0;False;0.242857
EspL;Traf1;2;2;0;False;0.242857
EspL;Mapk14;2;2;0;False;0.242857
EspL;Trafd1;2;2;0;False;0.242857
EspL;Traf7;2;2;0;False;0.242857
EspL;Traf3ip3;2;2;0;False;0.242857
EspL;Traf3ip1;2;2;0;False;0.242857
EspL;Traf2;2;2;0;False;0.242857
EspL;Traf4;2;2;0;False;0.242857
EspL;Traf3;2;2;0;False;0.242857
Map;Arf6;2;2;0;False;0.242857
NleD;Ripk1;2;2;0;False;0.242857
NleO;Rhoc;2;2;0;False;0.242857
NleB;Tnf;2;2;0;False;0.242857
NleB;Tab3;2;2;0;False;0.242857
NleB;Nod2;2;2;0;False;0.242857
NleB;Tab2;2;2;0;False;0.242857
NleB;Tab1;2;2;0;False;0.242857
NleB;Ripk3;2;2;0;False;0.242857
EspH;Arf6;2;2;0;False;0.242857
NleA;Irf3;2;2;0;False;0.242857
NleA;Il4;2;2;0;False;0.242857
NleA;Nfkb2;2;2;0;False;0.242857
NleA;Traf6;2;2;0;False;0.242857
NleA;Rela;2;2;0;False;0.242857
NleA;Ticam1;2;2;0;False;0.242857
NleA;Nfkb1;2;2;0;False;0.242857
NleF;Traf6;2;2;0;False;0.242857
NleF;Mapk14;2;2;0;False;0.242857
EspM;Arf6;2;2;0;False;0.242857
NleE;Irf3;2;2;0;False;0.242857
NleE;Nlrp3;2;2;0;False;0.242857
EspG;Ilk;2;2;0;False;0.242857
EspG;Mapk14;2;2;0;False;0.242857
EspG;Mapk3;2;2;0;False;0.242857
Tir;Irf3;2;2;0;False;0.242857
Tir;Tnf;2;2;0;False;0.242857
Tir;Tradd;2;2;0;False;0.242857
Tir;Mapk14;2;2;0;False;0.242857
Tir;Nod2;2;2;0;False;0.242857
Tir;Rela;2;2;0;False;0.242857
Tir;Nfkb1;2;2;0;False;0.242857
NleL;Ripk1;2;2;0;False;0.242857
NleC;Tlr2;3;0;1;False;0.225
NleC;Il13;3;0;1;False;0.225
NleC;Il4;3;0;1;False;0.225
NleC;Fas;3;0;1;False;0.225
NleC;Traf5;3;0;1;False;0.225
NleC;Tlr3;3;0;1;False;0.225
NleC;Map3k7;3;0;1;False;0.225
NleC;Mapk9;3;0;1;False;0.225
NleC;Pik3ca;3;0;1;False;0.225
NleC;Tnfrsf1a;3;0;1;False;0.225
NleC;Il5;3;0;1;False;0.225
NleC;Il1r1;3;0;1;False;0.225
NleC;Cxcl2;3;0;1;False;0.225
NleC;Tlr4;3;0;1;False;0.225
NleC;Casp7;3;0;1;False;0.225
NleC;Jun;3;0;1;False;0.225
NleH;Nherf1;3;0;1;False;0.225
NleH;Stat1;3;0;1;False;0.225
NleH;Krt18;3;0;1;False;0.225
NleH;Rac2;3;0;1;False;0.225
NleH;Mapk13;3;0;1;False;0.225
NleH;Mapk8;3;0;1;False;0.225
NleH;Mapk12;3;0;1;False;0.225
NleH;Hax1;3;0;1;False;0.225
NleH;Casp1;3;0;1;False;0.225
NleH;Traf3ip2;3;0;1;False;0.225
NleH;Mapkbp1;3;0;1;False;0.225
NleH;Mapk10;3;0;1;False;0.225
NleH;Mapkapk2;3;0;1;False;0.225
NleH;Stat2;3;0;1;False;0.225
NleH;S100a8;3;0;1;False;0.225
NleH;Nck1;3;0;1;False;0.225
NleH;Triap1;3;0;1;False;0.225
NleH;Rhod;3;0;1;False;0.225
NleH;S100a9;3;0;1;False;0.225
EspV;Rab13;3;0;1;False;0.225
EspV;Actn1;3;0;1;False;0.225
EspV;Pak4;3;0;1;False;0.225
EspV;Pik3ca;3;0;1;False;0.225
EspV;Vcl;3;0;1;False;0.225
EspV;Inppl1;3;0;1;False;0.225
EspV;Pak3;3;0;1;False;0.225
EspV;Nck1;3;0;1;False;0.225
EspL;Actn1;3;0;1;False;0.225
EspL;Nherf1;3;0;1;False;0.225
EspL;Tlr2;3;0;1;False;0.225
EspL;Il13;3;0;1;False;0.225
EspL;Stat1;3;0;1;False;0.225
EspL;Slc3a2;3;0;1;False;0.225
EspL;Il4;3;0;1;False;0.225
EspL;Krt18;3;0;1;False;0.225
EspL;Fas;3;0;1;False;0.225
EspL;Rac2;3;0;1;False;0.225
EspL;Tyk2;3;0;1;False;0.225
EspL;Rps3;3;0;1;False;0.225
EspL;Mapk13;3;0;1;False;0.225
EspL;Ikbkb;3;0;1;False;0.225
EspL;Mapk8;3;0;1;False;0.225
EspL;Mapk9;3;0;1;False;0.225
EspL;Pik3ca;3;0;1;False;0.225
EspL;Mapk12;3;0;1;False;0.225
EspL;Tnfrsf1a;3;0;1;False;0.225
EspL;Il6;3;0;1;False;0.225
EspL;Il1r1;3;0;1;False;0.225
EspL;Chuk;3;0;1;False;0.225
EspL;Cxcl2;3;0;1;False;0.225
EspL;Tmbim6;3;0;1;False;0.225
EspL;Cxcl1;3;0;1;False;0.225
EspL;Mapkbp1;3;0;1;False;0.225
EspL;Mapk10;3;0;1;False;0.225
EspL;Nfkb1;3;0;1;False;0.225
EspL;Stat2;3;0;1;False;0.225
EspL;Pak3;3;0;1;False;0.225
EspL;S100a8;3;0;1;False;0.225
EspL;Nck1;3;0;1;False;0.225
EspL;Ywhaq;3;0;1;False;0.225
EspL;Rhod;3;0;1;False;0.225
EspL;Jun;3;0;1;False;0.225
EspL;S100a9;3;0;1;False;0.225
Map;Mapk4;3;0;1;False;0.225
Map;Pglyrp1;3;0;1;False;0.225
Map;Jak1;3;0;1;False;0.225
Map;Il33;3;0;1;False;0.225
Map;Cxcl5;3;0;1;False;0.225
Map;Il5;3;0;1;False;0.225
Map;Inppl1;3;0;1;False;0.225
Map;Rab11fip3;3;0;1;False;0.225
EspK;Il1b;3;0;1;False;0.225
EspK;Il4;3;0;1;False;0.225
EspK;Traf5;3;0;1;False;0.225
EspK;Map3k7;3;0;1;False;0.225
EspK;Mapk9;3;0;1;False;0.225
EspK;Tnfrsf1a;3;0;1;False;0.225
EspK;Il1r1;3;0;1;False;0.225
EspK;Casp4;3;0;1;False;0.225
EspK;Tlr4;3;0;1;False;0.225
EspK;Jun;3;0;1;False;0.225
NleD;Nherf1;3;0;1;False;0.225
NleD;Il13;3;0;1;False;0.225
NleD;Pak4;3;0;1;False;0.225
NleD;Krt18;3;0;1;False;0.225
NleD;Fas;3;0;1;False;0.225
NleD;Rac2;3;0;1;False;0.225
NleD;Tyk2;3;0;1;False;0.225
NleD;Rps3;3;0;1;False;0.225
NleD;Casp6;3;0;1;False;0.225
NleD;Tlr3;3;0;1;False;0.225
NleD;Ikbkb;3;0;1;False;0.225
NleD;Jak1;3;0;1;False;0.225
NleD;Pik3ca;3;0;1;False;0.225
NleD;Tnfrsf1a;3;0;1;False;0.225
NleD;Il5;3;0;1;False;0.225
NleD;Il1r1;3;0;1;False;0.225
NleD;Vcl;3;0;1;False;0.225
NleD;Chuk;3;0;1;False;0.225
NleD;Tmbim6;3;0;1;False;0.225
NleD;Pak3;3;0;1;False;0.225
EspZ;Actn1;3;0;1;False;0.225
EspZ;Ikbkb;3;0;1;False;0.225
EspZ;Mapk9;3;0;1;False;0.225
NleB;Actn1;3;0;1;False;0.225
NleB;Slc3a2;3;0;1;False;0.225
NleB;Jak1;3;0;1;False;0.225
NleB;Vcl;3;0;1;False;0.225
NleB;Stat2;3;0;1;False;0.225
NleB;S100a8;3;0;1;False;0.225
NleB;Nck1;3;0;1;False;0.225
NleB;Ywhaq;3;0;1;False;0.225
NleB;Rhod;3;0;1;False;0.225
NleB;S100a9;3;0;1;False;0.225
EspH;Rab13;3;0;1;False;0.225
EspH;Nherf1;3;0;1;False;0.225
EspH;Tlr2;3;0;1;False;0.225
EspH;Stat1;3;0;1;False;0.225
EspH;Il4;3;0;1;False;0.225
EspH;Krt18;3;0;1;False;0.225
EspH;Tyk2;3;0;1;False;0.225
EspH;Rps3;3;0;1;False;0.225
EspH;Ikbkb;3;0;1;False;0.225
EspH;Jak1;3;0;1;False;0.225
EspH;Hax1;3;0;1;False;0.225
EspH;Il6;3;0;1;False;0.225
EspH;Cxcl1;3;0;1;False;0.225
EspH;Pak3;3;0;1;False;0.225
EspH;Tlr4;3;0;1;False;0.225
EspH;Casp3;3;0;1;False;0.225
EspH;S100a8;3;0;1;False;0.225
EspH;S100a9;3;0;1;False;0.225
NleA;Rab13;3;0;1;False;0.225
NleA;Actn1;3;0;1;False;0.225
NleA;Casp6;3;0;1;False;0.225
NleA;Ikbkb;3;0;1;False;0.225
NleA;Mapk9;3;0;1;False;0.225
NleA;Casp3;3;0;1;False;0.225
EspJ;Rab13;3;0;1;False;0.225
EspJ;Actn1;3;0;1;False;0.225
EspJ;Il1b;3;0;1;False;0.225
EspJ;Pak4;3;0;1;False;0.225
EspJ;Vcl;3;0;1;False;0.225
EspJ;Inppl1;3;0;1;False;0.225
EspJ;Pak3;3;0;1;False;0.225
EspO;Nherf1;3;0;1;False;0.225
EspO;Tlr2;3;0;1;False;0.225
EspO;Il13;3;0;1;False;0.225
EspO;Fas;3;0;1;False;0.225
EspO;Traf5;3;0;1;False;0.225
EspO;Mapk13;3;0;1;False;0.225
EspO;Tlr3;3;0;1;False;0.225
EspO;Ikbkb;3;0;1;False;0.225
EspO;Jak1;3;0;1;False;0.225
EspO;Mapk8;3;0;1;False;0.225
EspO;Map3k7;3;0;1;False;0.225
EspO;Mapk9;3;0;1;False;0.225
EspO;Mapk12;3;0;1;False;0.225
EspO;Tnfrsf1a;3;0;1;False;0.225
EspO;Casp1;3;0;1;False;0.225
EspO;Il1r1;3;0;1;False;0.225
EspO;Vcl;3;0;1;False;0.225
EspO;Chuk;3;0;1;False;0.225
EspO;Casp4;3;0;1;False;0.225
EspO;Cxcl2;3;0;1;False;0.225
EspO;Tmbim6;3;0;1;False;0.225
EspO;Cxcl1;3;0;1;False;0.225
EspO;Traf3ip2;3;0;1;False;0.225
EspO;Mapk10;3;0;1;False;0.225
EspO;Nfkb1;3;0;1;False;0.225
EspO;Mapkapk2;3;0;1;False;0.225
EspO;Inppl1;3;0;1;False;0.225
EspO;Stat2;3;0;1;False;0.225
EspO;Pak3;3;0;1;False;0.225
EspO;Tlr4;3;0;1;False;0.225
EspO;Triap1;3;0;1;False;0.225
EspO;Jun;3;0;1;False;0.225
NleF;Actn1;3;0;1;False;0.225
NleF;Nherf1;3;0;1;False;0.225
NleF;Stat1;3;0;1;False;0.225
NleF;Slc3a2;3;0;1;False;0.225
NleF;Krt18;3;0;1;False;0.225
NleF;Rac2;3;0;1;False;0.225
NleF;Tyk2;3;0;1;False;0.225
NleF;Rps3;3;0;1;False;0.225
NleF;Mapk13;3;0;1;False;0.225
NleF;Mapk8;3;0;1;False;0.225
NleF;Mapk12;3;0;1;False;0.225
NleF;Il5;3;0;1;False;0.225
NleF;Tmbim6;3;0;1;False;0.225
NleF;Traf3ip2;3;0;1;False;0.225
NleF;Mapkbp1;3;0;1;False;0.225
NleF;Mapk10;3;0;1;False;0.225
NleF;Mapkapk2;3;0;1;False;0.225
NleF;Stat2;3;0;1;False;0.225
NleF;Pak3;3;0;1;False;0.225
NleF;S100a8;3;0;1;False;0.225
NleF;Nck1;3;0;1;False;0.225
NleF;Ywhaq;3;0;1;False;0.225
NleF;Rhod;3;0;1;False;0.225
NleF;S100a9;3;0;1;False;0.225
EspM;Nherf1;3;0;1;False;0.225
EspM;Tlr2;3;0;1;False;0.225
EspM;Krt18;3;0;1;False;0.225
EspM;Rps3;3;0;1;False;0.225
EspM;Jak1;3;0;1;False;0.225
EspM;Cxcl1;3;0;1;False;0.225
EspM;Inppl1;3;0;1;False;0.225
EspM;Ywhaq;3;0;1;False;0.225
NleE;Actn1;3;0;1;False;0.225
NleE;Nherf1;3;0;1;False;0.225
NleE;Stat1;3;0;1;False;0.225
NleE;Slc3a2;3;0;1;False;0.225
NleE;Pak4;3;0;1;False;0.225
NleE;Krt18;3;0;1;False;0.225
NleE;Rac2;3;0;1;False;0.225
NleE;Tyk2;3;0;1;False;0.225
NleE;Hax1;3;0;1;False;0.225
NleE;Casp1;3;0;1;False;0.225
NleE;Il5;3;0;1;False;0.225
NleE;Tmbim6;3;0;1;False;0.225
NleE;Traf3ip2;3;0;1;False;0.225
NleE;Stat2;3;0;1;False;0.225
NleE;Pak3;3;0;1;False;0.225
NleE;S100a8;3;0;1;False;0.225
NleE;Nck1;3;0;1;False;0.225
NleE;Ywhaq;3;0;1;False;0.225
NleE;Triap1;3;0;1;False;0.225
NleE;Rhod;3;0;1;False;0.225
NleE;S100a9;3;0;1;False;0.225
EspG;Actn1;3;0;1;False;0.225
EspG;Nherf1;3;0;1;False;0.225
EspG;Tlr2;3;0;1;False;0.225
EspG;Ikbkb;3;0;1;False;0.225
EspG;Cxcl1;3;0;1;False;0.225
EspG;Inppl1;3;0;1;False;0.225
EspG;Tlr4;3;0;1;False;0.225
EspF;Mapk13;3;0;1;False;0.225
EspF;Jak1;3;0;1;False;0.225
EspF;Mapk12;3;0;1;False;0.225
EspF;Cxcl2;3;0;1;False;0.225
EspF;Mapkbp1;3;0;1;False;0.225
EspF;Nfkb1;3;0;1;False;0.225
EspF;Mapkapk2;3;0;1;False;0.225
EspF;Rab11fip3;3;0;1;False;0.225
EspF;Ywhaq;3;0;1;False;0.225
EspF;Triap1;3;0;1;False;0.225
EspF;Jun;3;0;1;False;0.225
Tir;Rab13;3;0;1;False;0.225
Tir;Pak4;3;0;1;False;0.225
Tir;Casp6;3;0;1;False;0.225
Tir;Hax1;3;0;1;False;0.225
Tir;Cxcl1;3;0;1;False;0.225
Tir;Pak3;3;0;1;False;0.225
Tir;Casp3;3;0;1;False;0.225
EspT;Il1b;2;1;0;False;0.221429
EspT;Arf1;2;1;0;False;0.221429
EspT;Slc3a2;2;1;0;False;0.221429
EspT;Tnf;2;1;0;False;0.221429
EspT;Ilk;2;1;0;False;0.221429
EspT;Mapk8;2;1;0;False;0.221429
EspT;Mapk9;2;1;0;False;0.221429
EspT;Pik3ca;2;1;0;False;0.221429
EspT;Abcf2;2;1;0;False;0.221429
EspT;Vcl;2;1;0;False;0.221429
EspT;Cttn;2;1;0;False;0.221429
EspT;Tln1;2;1;0;False;0.221429
EspT;Mapk10;2;1;0;False;0.221429
EspT;Mapk3;2;1;0;False;0.221429
EspT;Pak1;2;1;0;False;0.221429
EspT;Jun;2;1;0;False;0.221429
LPS;Irf3;2;1;0;False;0.221429
LPS;Il4;2;1;0;False;0.221429
LPS;Pycard;2;1;0;False;0.221429
LPS;Nfkb2;2;1;0;False;0.221429
LPS;Traf6;2;1;0;False;0.221429
LPS;Mapk14;2;1;0;False;0.221429
LPS;Pglyrp1;2;1;0;False;0.221429
LPS;Casp1;2;1;0;False;0.221429
LPS;Rela;2;1;0;False;0.221429
LPS;Nfkb1;2;1;0;False;0.221429
LPS;Nlrp3;2;1;0;False;0.221429
EspL;Fadd;2;1;0;False;0.221429
EspL;Tradd;2;1;0;False;0.221429
EspL;Tab3;2;1;0;False;0.221429
EspL;Abcf2;2;1;0;False;0.221429
EspL;Tab2;2;1;0;False;0.221429
EspL;Tab1;2;1;0;False;0.221429
Map;Arf1;2;1;0;False;0.221429
Map;Tnf;2;1;0;False;0.221429
Map;Ilk;2;1;0;False;0.221429
Map;Abcf2;2;1;0;False;0.221429
Map;Cttn;2;1;0;False;0.221429
Map;Tln1;2;1;0;False;0.221429
Map;Mapk3;2;1;0;False;0.221429
Map;Pak1;2;1;0;False;0.221429
NleD;Naip2;2;1;0;False;0.221429
NleD;Slc3a2;2;1;0;False;0.221429
NleD;Il4;2;1;0;False;0.221429
NleD;Casp8;2;1;0;False;0.221429
NleD;Cdc42;2;1;0;False;0.221429
NleD;Tnf;2;1;0;False;0.221429
NleD;Actr3;2;1;0;False;0.221429
NleD;Ikbkg;2;1;0;False;0.221429
NleD;Tradd;2;1;0;False;0.221429
NleD;Actr2;2;1;0;False;0.221429
NleD;Il33;2;1;0;False;0.221429
NleD;Casp1;2;1;0;False;0.221429
NleD;Arf6;2;1;0;False;0.221429
NleD;Rac1;2;1;0;False;0.221429
NleD;Rela;2;1;0;False;0.221429
NleD;Nck1;2;1;0;False;0.221429
NleD;Casp9;2;1;0;False;0.221429
NleO;Il1b;2;1;0;False;0.221429
NleO;Arf1;2;1;0;False;0.221429
NleO;Rac3;2;1;0;False;0.221429
NleO;Rac2;2;1;0;False;0.221429
NleO;Tnf;2;1;0;False;0.221429
NleO;Ilk;2;1;0;False;0.221429
NleO;Mapk8;2;1;0;False;0.221429
NleO;Mapk9;2;1;0;False;0.221429
NleO;Pik3ca;2;1;0;False;0.221429
NleO;Vcl;2;1;0;False;0.221429
NleO;Arf6;2;1;0;False;0.221429
NleO;Cttn;2;1;0;False;0.221429
NleO;Tln1;2;1;0;False;0.221429
NleO;Mapk10;2;1;0;False;0.221429
NleO;Mapk3;2;1;0;False;0.221429
NleO;Pak1;2;1;0;False;0.221429
NleO;Jun;2;1;0;False;0.221429
EspS;Casp8;2;1;0;False;0.221429
EspZ;Cycs;2;1;0;False;0.221429
EspZ;Casp6;2;1;0;False;0.221429
EspZ;Ilk;2;1;0;False;0.221429
EspZ;Mapk14;2;1;0;False;0.221429
EspZ;Rhoc;2;1;0;False;0.221429
EspZ;Arf6;2;1;0;False;0.221429
EspZ;Mapk3;2;1;0;False;0.221429
EspZ;Casp7;2;1;0;False;0.221429
EspZ;Casp3;2;1;0;False;0.221429
NleB;Il33;2;1;0;False;0.221429
NleB;Abcf2;2;1;0;False;0.221429
NleB;Rela;2;1;0;False;0.221429
NleB;Tlr1;2;1;0;False;0.221429
NleB;Il18;2;1;0;False;0.221429
EspH;Arf1;2;1;0;False;0.221429
EspH;Tnf;2;1;0;False;0.221429
EspH;Ilk;2;1;0;False;0.221429
EspH;Mapk8;2;1;0;False;0.221429
EspH;Mapk9;2;1;0;False;0.221429
EspH;Abcf2;2;1;0;False;0.221429
EspH;Cttn;2;1;0;False;0.221429
EspH;Tln1;2;1;0;False;0.221429
EspH;Mapk10;2;1;0;False;0.221429
EspH;Mapk3;2;1;0;False;0.221429
EspH;Pak1;2;1;0;False;0.221429
EspH;Jun;2;1;0;False;0.221429
NleA;Pycard;2;1;0;False;0.221429
NleA;Casp8;2;1;0;False;0.221429
NleA;Rhoa;2;1;0;False;0.221429
NleA;Ikbkg;2;1;0;False;0.221429
NleA;Mapk14;2;1;0;False;0.221429
NleA;Il22;2;1;0;False;0.221429
EspO;Rhoa;2;1;0;False;0.221429
EspO;Arf6;2;1;0;False;0.221429
NleF;Irf3;2;1;0;False;0.221429
NleF;Ripk1;2;1;0;False;0.221429
NleF;Pycard;2;1;0;False;0.221429
NleF;Fadd;2;1;0;False;0.221429
NleF;Il22;2;1;0;False;0.221429
NleF;Rela;2;1;0;False;0.221429
NleF;Ticam1;2;1;0;False;0.221429
NleF;Ripk3;2;1;0;False;0.221429
EscF;Pycard;2;1;0;False;0.221429
EscF;Mapk14;2;1;0;False;0.221429
EscF;Casp1;2;1;0;False;0.221429
EspM;Arf1;2;1;0;False;0.221429
EspM;Tnf;2;1;0;False;0.221429
EspM;Ilk;2;1;0;False;0.221429
EspM;Abcf2;2;1;0;False;0.221429
EspM;Cttn;2;1;0;False;0.221429
EspM;Tln1;2;1;0;False;0.221429
EspM;Mapk10;2;1;0;False;0.221429
EspM;Mapk3;2;1;0;False;0.221429
EspM;Pak1;2;1;0;False;0.221429
EspM;Jun;2;1;0;False;0.221429
EspG;Slc3a2;2;1;0;False;0.221429
EspG;Tnf;2;1;0;False;0.221429
EspG;Mapk8;2;1;0;False;0.221429
EspG;Mapk9;2;1;0;False;0.221429
EspG;Cttn;2;1;0;False;0.221429
EspG;Tln1;2;1;0;False;0.221429
EspG;Mapk10;2;1;0;False;0.221429
EspG;Jun;2;1;0;False;0.221429
EspF;Mapk14;2;1;0;False;0.221429
EspF;Trafd1;2;1;0;False;0.221429
EspF;Il16;2;1;0;False;0.221429
EspF;Ripk3;2;1;0;False;0.221429
pORF8;Pycard;2;1;0;False;0.221429
pORF8;Mapk14;2;1;0;False;0.221429
pORF8;Casp1;2;1;0;False;0.221429
Tir;Tlr2;2;1;0;False;0.221429
Tir;Stat1;2;1;0;False;0.221429
Tir;Pycard;2;1;0;False;0.221429
Tir;Casp8;2;1;0;False;0.221429
Tir;Nfkb2;2;1;0;False;0.221429
Tir;Snx9;2;1;0;False;0.221429
Tir;Fadd;2;1;0;False;0.221429
Tir;Tlr3;2;1;0;False;0.221429
Tir;Tab3;2;1;0;False;0.221429
Tir;Il33;2;1;0;False;0.221429
Tir;Mapk8;2;1;0;False;0.221429
Tir;Map3k7;2;1;0;False;0.221429
Tir;Mapk9;2;1;0;False;0.221429
Tir;Tnfrsf1a;2;1;0;False;0.221429
Tir;Abcf2;2;1;0;False;0.221429
Tir;Il6;2;1;0;False;0.221429
Tir;Il1r1;2;1;0;False;0.221429
Tir;Tab2;2;1;0;False;0.221429
Tir;Chuk;2;1;0;False;0.221429
Tir;Arf6;2;1;0;False;0.221429
Tir;Pak1ip1;2;1;0;False;0.221429
Tir;Mapk10;2;1;0;False;0.221429
Tir;Rab18;2;1;0;False;0.221429
Tir;Tlr1;2;1;0;False;0.221429
Tir;Tlr4;2;1;0;False;0.221429
Tir;Il18;2;1;0;False;0.221429
Tir;Tab1;2;1;0;False;0.221429
Tir;Jun;2;1;0;False;0.221429
NleL;Il1b;2;1;0;False;0.221429
NleL;Tlr2;2;1;0;False;0.221429
NleL;Naip2;2;1;0;False;0.221429
NleL;Stat1;2;1;0;False;0.221429
NleL;Slc3a2;2;1;0;False;0.221429
NleL;Il4;2;1;0;False;0.221429
NleL;Casp8;2;1;0;False;0.221429
NleL;Myd88;2;1;0;False;0.221429
